time,G(i) (Globalstrahlung),H_sun (Sonnenscheindauer in min),T2m (Temperatur),WS10m (Windgeschwindigkeit)
20220721:1210,87.91,58.9,21.71,4.55
20220721:1310,78.75,54.56,19.51,5.03
20220721:1410,99.82,47.41,19.11,4.48
20220721:1510,91.57,38.76,19.44,4.62
20220721:1610,76.92,29.46,20.35,4.41
20220721:1710,55.86,20.03,20.52,3.86
20220721:1810,29.12,10.86,20.32,3.86
20220721:1910,0.86,2.3,18.92,3.72
20220721:2010,0.0,0.0,18.57,3.66
20220721:2110,0.0,0.0,18.16,3.45
20220721:2210,0.0,0.0,17.84,3.17
20220721:2310,0.0,0.0,17.53,3.03
20220722:0010,0.0,0.0,17.27,3.24
20220722:0110,0.0,0.0,16.95,2.97
20220722:0210,0.0,0.0,16.71,2.55
20220722:0310,0.0,0.0,16.59,2.28
20220722:0410,1.71,2.82,16.46,1.93
20220722:0510,21.41,11.46,16.49,1.66
20220722:0610,59.52,20.67,16.82,1.31
20220722:0710,122.71,30.1,17.04,0.76
20220722:0810,169.41,39.37,17.95,0.55
20220722:0910,233.21,47.92,18.76,0.41
20220722:1010,332.38,54.87,19.87,0.41
20220722:1110,580.45,58.89,21.02,0.34
20220722:1210,803.13,58.71,22.47,0.69
20220722:1310,780.46,54.39,23.47,1.1
20220722:1410,483.57,47.26,24.0,1.59
20220722:1510,428.6,38.62,24.16,2.34
20220722:1610,232.19,29.32,23.64,3.17
20220722:1710,90.22,19.89,23.0,3.52
20220722:1810,40.26,10.72,21.96,3.17
20220722:1910,6.0,2.14,19.8,2.48
20220722:2010,0.0,0.0,19.35,1.86
20220722:2110,0.0,0.0,18.83,1.93
20220722:2210,0.0,0.0,18.11,1.86
20220722:2310,0.0,0.0,17.64,1.66
20220723:0010,0.0,0.0,17.33,1.72
20220723:0110,0.0,0.0,16.81,1.79
20220723:0210,0.0,0.0,16.37,1.52
20220723:0310,0.0,0.0,15.88,1.38
20220723:0410,5.14,2.65,15.44,1.1
20220723:0510,63.38,11.3,15.47,0.9
20220723:0610,202.43,20.51,16.67,1.17
20220723:0710,406.05,29.94,17.97,2.21
20220723:0810,559.75,39.21,19.12,2.28
20220723:0910,762.58,47.75,20.39,2.0
20220723:1010,921.26,54.69,21.58,1.79
20220723:1110,1001.43,58.69,22.72,1.66
20220723:1210,1000.86,58.51,23.75,1.79
20220723:1310,913.1,54.21,24.5,2.28
20220723:1410,767.46,47.1,24.9,2.48
20220723:1510,572.27,38.47,24.94,2.55
20220723:1610,318.8,29.18,24.99,2.48
20220723:1710,173.82,19.75,24.51,2.28
20220723:1810,59.96,10.57,23.95,1.79
20220723:1910,6.85,1.99,22.39,1.66
20220723:2010,0.0,0.0,20.82,1.66
20220723:2110,0.0,0.0,19.49,1.66
20220723:2210,0.0,0.0,18.51,1.66
20220723:2310,0.0,0.0,17.9,1.86
20220724:0010,0.0,0.0,17.37,2.07
20220724:0110,0.0,0.0,17.08,2.14
20220724:0210,0.0,0.0,16.94,2.21
20220724:0310,0.0,0.0,16.63,2.14
20220724:0410,1.71,2.48,16.48,2.07
20220724:0510,65.09,11.13,17.17,1.93
20220724:0610,208.43,20.35,19.56,1.79
20220724:0710,417.74,29.79,21.92,1.93
20220724:0810,627.91,39.04,24.1,2.0
20220724:0910,808.7,47.57,25.49,2.0
20220724:1010,930.59,54.5,26.79,2.62
20220724:1110,1005.41,58.49,28.18,2.9
20220724:1210,1009.89,58.31,29.3,2.83
20220724:1310,926.76,54.03,29.57,2.62
20220724:1410,783.87,46.93,30.35,2.34
20220724:1510,596.82,38.32,30.35,1.86
20220724:1610,386.13,29.03,30.57,1.59
20220724:1710,173.16,19.6,30.46,1.66
20220724:1810,52.25,10.42,29.43,1.38
20220724:1910,5.14,1.82,27.18,1.38
20220724:2010,0.0,0.0,25.17,2.21
20220724:2110,0.0,0.0,23.43,2.28
20220724:2210,0.0,0.0,22.29,2.28
20220724:2310,0.0,0.0,21.28,2.28
20220725:0010,0.0,0.0,20.47,2.28
20220725:0110,0.0,0.0,19.92,2.34
20220725:0210,0.0,0.0,19.6,2.48
20220725:0310,0.0,0.0,19.45,2.55
20220725:0410,6.0,2.31,19.31,2.55
20220725:0510,18.84,10.97,20.16,2.48
20220725:0610,176.24,20.19,22.38,2.34
20220725:0710,197.09,29.63,25.39,2.62
20220725:0810,152.01,38.88,27.11,3.52
20220725:0910,532.29,47.4,27.38,4.0
20220725:1010,91.57,54.3,27.42,3.79
20220725:1110,0.0,0.0,27.89,4.21
20220725:1210,540.34,58.1,26.84,4.62
20220725:1310,504.64,53.84,26.72,4.48
20220725:1410,641.82,46.76,26.52,5.24
20220725:1510,126.37,38.16,26.15,5.45
20220725:1610,196.48,28.88,25.94,5.86
20220725:1710,150.96,19.45,25.03,5.72
20220725:1810,58.24,10.26,24.21,5.17
20220725:1910,1.71,1.65,22.42,4.07
20220725:2010,0.0,0.0,21.73,3.72
20220725:2110,0.0,0.0,21.05,4.21
20220725:2210,0.0,0.0,20.17,4.07
20220725:2310,0.0,0.0,19.4,3.86
20220726:0010,0.0,0.0,18.55,3.52
20220726:0110,0.0,0.0,17.93,3.17
20220726:0210,0.0,0.0,17.45,2.97
20220726:0310,0.0,0.0,17.07,2.97
20220726:0410,0.86,2.13,16.49,2.76
20220726:0510,41.11,10.8,16.62,2.48
20220726:0610,47.62,20.03,17.36,3.45
20220726:0710,119.05,29.46,18.24,3.31
20220726:0810,302.99,38.71,18.84,3.31
20220726:0910,552.76,47.21,19.58,3.24
20220726:1010,619.69,54.1,20.76,3.52
20220726:1110,706.67,58.06,21.56,4.0
20220726:1210,70.51,57.89,21.96,4.07
20220726:1310,653.21,53.64,22.2,4.07
20220726:1410,688.19,46.59,21.92,3.66
20220726:1510,58.61,38.0,21.38,3.38
20220726:1610,335.86,28.72,20.51,3.45
20220726:1710,122.45,19.29,20.02,3.45
20220726:1810,52.25,10.09,19.53,3.17
20220726:1910,1.71,1.48,18.46,3.45
20220726:2010,0.0,0.0,17.87,2.97
20220726:2110,0.0,0.0,17.24,2.41
20220726:2210,0.0,0.0,16.84,2.28
20220726:2310,0.0,0.0,16.5,2.21
20220727:0010,0.0,0.0,15.97,2.14
20220727:0110,0.0,0.0,15.45,2.28
20220727:0210,0.0,0.0,15.24,2.48
20220727:0310,0.0,0.0,14.67,2.48
20220727:0410,0.86,1.95,14.21,2.28
20220727:0510,53.1,10.63,14.2,2.14
20220727:0610,212.14,19.86,14.86,2.41
20220727:0710,396.27,29.3,15.63,2.62
20220727:0810,581.93,38.54,16.46,2.55
20220727:0910,410.01,47.03,17.68,2.76
20220727:1010,404.07,53.9,18.47,2.9
20220727:1110,628.13,57.84,18.93,3.03
20220727:1210,508.43,57.67,19.46,2.97
20220727:1310,537.07,53.44,20.04,2.9
20220727:1410,499.45,46.4,20.35,2.69
20220727:1510,424.26,37.82,20.53,2.55
20220727:1610,340.36,28.55,20.51,2.48
20220727:1710,167.71,19.12,20.44,2.34
20220727:1810,54.82,9.92,20.16,2.14
20220727:1910,0.0,0.0,18.67,1.93
20220727:2010,0.0,0.0,17.8,1.79
20220727:2110,0.0,0.0,16.88,1.86
20220727:2210,0.0,0.0,16.07,1.93
20220727:2310,0.0,0.0,15.47,1.93
20220728:0010,0.0,0.0,15.05,2.14
20220728:0110,0.0,0.0,14.77,2.34
20220728:0210,0.0,0.0,14.37,2.55
20220728:0310,0.0,0.0,13.92,2.55
20220728:0410,0.86,1.77,13.36,2.48
20220728:0510,54.82,10.45,13.56,2.21
20220728:0610,193.96,19.69,15.25,2.48
20220728:0710,419.23,29.13,16.92,2.55
20220728:0810,630.39,38.36,18.82,2.48
20220728:0910,803.84,46.84,20.61,2.28
20220728:1010,936.13,53.69,22.08,2.21
20220728:1110,948.59,57.62,23.36,2.0
20220728:1210,589.25,57.45,24.38,1.66
20220728:1310,668.68,53.23,25.13,1.31
20220728:1410,302.37,46.21,25.69,1.31
20220728:1510,357.89,37.65,25.79,1.31
20220728:1610,143.74,28.38,25.86,1.45
20220728:1710,55.86,18.95,25.68,1.59
20220728:1810,22.27,9.74,24.43,2.07
20220728:1910,0.0,0.0,22.19,3.38
20220728:2010,0.0,0.0,21.57,3.52
20220728:2110,0.0,0.0,21.0,3.31
20220728:2210,0.0,0.0,20.48,3.1
20220728:2310,0.0,0.0,20.02,2.55
20220729:0010,0.0,0.0,19.11,1.72
20220729:0110,0.0,0.0,18.2,1.66
20220729:0210,0.0,0.0,17.42,2.0
20220729:0310,0.0,0.0,16.75,1.93
20220729:0410,0.86,1.58,16.37,1.86
20220729:0510,43.68,10.28,16.35,1.66
20220729:0610,42.12,19.52,17.71,1.52
20220729:0710,247.45,28.96,19.28,1.17
20220729:0810,165.75,38.19,20.86,0.9
20220729:0910,590.47,46.65,22.21,1.17
20220729:1010,488.4,53.48,23.07,1.86
20220729:1110,892.41,57.39,23.83,2.0
20220729:1210,672.19,57.22,24.71,2.07
20220729:1310,589.56,53.02,25.09,2.07
20220729:1410,688.53,46.02,25.59,2.41
20220729:1510,579.05,37.47,25.62,2.97
20220729:1610,371.26,28.2,25.11,3.38
20220729:1710,101.79,18.77,24.23,3.72
20220729:1810,49.68,9.56,23.54,3.45
20220729:1910,0.0,0.0,22.42,2.48
20220729:2010,0.0,0.0,21.24,2.0
20220729:2110,0.0,0.0,20.15,1.86
20220729:2210,0.0,0.0,19.09,2.07
20220729:2310,0.0,0.0,18.31,1.86
20220730:0010,0.0,0.0,17.17,1.72
20220730:0110,0.0,0.0,16.18,1.79
20220730:0210,0.0,0.0,15.49,2.0
20220730:0310,0.0,0.0,15.0,2.14
20220730:0410,1.71,1.39,14.47,2.07
20220730:0510,57.39,10.1,14.79,2.07
20220730:0610,196.79,19.35,16.32,2.69
20220730:0710,396.57,28.78,17.39,2.76
20220730:0810,609.38,38.01,19.24,3.03
20220730:0910,752.73,46.46,20.46,3.24
20220730:1010,877.6,53.26,21.6,2.9
20220730:1110,1000.12,57.16,22.68,2.83
20220730:1210,968.22,56.98,23.86,3.1
20220730:1310,911.17,52.8,24.65,3.1
20220730:1410,744.11,45.82,25.14,3.17
20220730:1510,610.99,37.28,25.22,3.31
20220730:1610,374.46,28.02,25.07,3.38
20220730:1710,142.76,18.59,24.53,2.97
20220730:1810,46.25,9.37,23.88,2.28
20220730:1910,0.0,0.0,21.89,1.72
20220730:2010,0.0,0.0,20.94,1.17
20220730:2110,0.0,0.0,20.16,0.97
20220730:2210,0.0,0.0,19.75,0.83
20220730:2310,0.0,0.0,19.27,0.83
20220731:0010,0.0,0.0,18.55,1.38
20220731:0110,0.0,0.0,17.82,1.72
20220731:0210,0.0,0.0,17.17,2.0
20220731:0310,0.0,0.0,17.32,2.07
20220731:0410,0.0,0.0,17.32,2.14
20220731:0510,33.4,9.92,17.6,1.93
20220731:0610,146.36,19.17,17.66,1.52
20220731:0710,167.39,28.61,19.96,1.86
20220731:0810,502.75,37.82,20.93,2.69
20220731:0910,713.66,46.26,21.97,3.93
20220731:1010,550.04,53.04,23.0,4.07
20220731:1110,881.83,56.92,23.83,4.07
20220731:1210,889.39,56.74,24.46,3.66
20220731:1310,719.72,52.57,25.47,3.59
20220731:1410,210.92,45.61,26.34,4.41
20220731:1510,225.52,37.08,25.94,4.76
20220731:1610,162.1,27.83,24.49,4.28
20220731:1710,133.5,18.4,23.07,3.1
20220731:1810,33.4,9.17,22.22,2.97
20220731:1910,0.0,0.0,21.83,3.66
20220731:2010,0.0,0.0,21.26,3.79
20220731:2110,0.0,0.0,20.83,3.86
20220731:2210,0.0,0.0,20.47,3.79
20220731:2310,0.0,0.0,20.23,3.72
20220801:0010,0.0,0.0,19.76,3.52
20220801:0110,0.0,0.0,19.37,3.38
20220801:0210,0.0,0.0,18.8,3.03
20220801:0310,0.0,0.0,18.44,2.69
20220801:0410,0.0,0.0,18.43,2.48
20220801:0510,25.7,9.73,18.51,3.1
20220801:0610,84.01,18.99,18.71,3.03
20220801:0710,205.89,28.43,19.13,2.41
20220801:0810,368.84,37.64,20.18,2.34
20220801:0910,240.44,46.06,21.42,2.41
20220801:1010,336.3,52.82,22.21,2.48
20220801:1110,278.22,56.67,23.29,2.9
20220801:1210,346.08,56.49,24.04,3.24
20220801:1310,435.78,52.34,24.63,3.38
20220801:1410,263.91,45.4,24.75,3.45
20220801:1510,309.98,36.88,24.62,3.52
20220801:1610,177.77,27.64,24.17,3.38
20220801:1710,162.51,18.2,23.69,3.31
20220801:1810,35.97,8.97,22.98,3.1
20220801:1910,0.0,0.0,21.63,2.41
20220801:2010,0.0,0.0,20.35,1.86
20220801:2110,0.0,0.0,19.37,1.66
20220801:2210,0.0,0.0,18.13,1.38
20220801:2310,0.0,0.0,16.63,1.45
20220802:0010,0.0,0.0,16.54,1.03
20220802:0110,0.0,0.0,17.08,0.34
20220802:0210,0.0,0.0,16.5,0.48
20220802:0310,0.0,0.0,15.63,0.9
20220802:0410,0.0,0.0,14.5,1.03
20220802:0510,54.82,9.55,14.64,1.03
20220802:0610,200.55,18.81,17.02,1.1
20220802:0710,419.09,28.25,20.26,2.07
20220802:0810,632.87,37.45,22.88,2.48
20220802:0910,672.14,45.85,24.64,2.76
20220802:1010,571.16,52.59,25.92,3.52
20220802:1110,897.8,56.42,26.92,3.79
20220802:1210,749.73,56.24,27.71,3.86
20220802:1310,683.03,52.11,28.78,4.07
20220802:1410,549.31,45.18,28.94,3.93
20220802:1510,517.0,36.68,28.95,3.86
20220802:1610,369.7,27.44,28.64,3.59
20220802:1710,157.23,18.0,28.32,3.38
20220802:1810,49.68,8.77,27.62,2.83
20220802:1910,0.0,0.0,25.6,2.07
20220802:2010,0.0,0.0,23.93,1.93
20220802:2110,0.0,0.0,22.57,1.17
20220802:2210,0.0,0.0,22.59,0.62
20220802:2310,0.0,0.0,20.41,1.31
20220803:0010,0.0,0.0,19.43,1.66
20220803:0110,0.0,0.0,18.65,1.72
20220803:0210,0.0,0.0,18.08,1.66
20220803:0310,0.0,0.0,17.67,1.66
20220803:0410,0.0,0.0,17.56,1.72
20220803:0510,46.25,9.36,17.89,1.59
20220803:0610,198.41,18.63,21.05,1.24
20220803:0710,423.9,28.07,23.65,1.1
20220803:0810,618.08,37.26,26.04,1.38
20220803:0910,807.6,45.65,27.91,1.66
20220803:1010,926.27,52.36,29.07,1.72
20220803:1110,995.36,56.17,30.12,1.79
20220803:1210,931.42,55.98,31.19,1.86
20220803:1310,888.67,51.86,31.39,1.79
20220803:1410,705.9,44.95,31.11,2.14
20220803:1510,573.68,36.47,31.08,2.48
20220803:1610,360.85,27.23,31.13,2.62
20220803:1710,149.66,17.8,30.61,2.62
20220803:1810,43.68,8.56,29.72,2.28
20220803:1910,0.0,0.0,28.15,2.69
20220803:2010,0.0,0.0,26.51,2.55
20220803:2110,0.0,0.0,25.36,2.41
20220803:2210,0.0,0.0,24.44,2.28
20220803:2310,0.0,0.0,23.51,2.07
20220804:0010,0.0,0.0,22.39,1.79
20220804:0110,0.0,0.0,21.8,1.52
20220804:0210,0.0,0.0,21.32,1.45
20220804:0310,0.0,0.0,20.38,1.52
20220804:0410,0.0,0.0,19.12,1.79
20220804:0510,51.39,9.17,19.32,1.72
20220804:0610,152.63,18.45,22.69,1.52
20220804:0710,314.92,27.88,27.05,2.07
20220804:0810,573.81,37.07,29.92,2.14
20220804:0910,574.06,45.43,32.13,2.21
20220804:1010,575.83,52.13,32.8,4.07
20220804:1110,807.97,55.91,31.05,4.34
20220804:1210,421.87,55.72,31.13,3.1
20220804:1310,205.13,51.61,31.55,3.17
20220804:1410,368.86,44.72,30.25,2.48
20220804:1510,392.27,36.25,29.72,1.24
20220804:1610,32.97,27.02,30.77,1.1
20220804:1710,39.38,17.59,30.67,1.59
20220804:1810,40.26,8.34,29.67,2.41
20220804:1910,0.0,0.0,25.91,2.62
20220804:2010,0.0,0.0,24.76,2.07
20220804:2110,0.0,0.0,23.9,1.79
20220804:2210,0.0,0.0,23.03,2.07
20220804:2310,0.0,0.0,21.83,1.72
20220805:0010,0.0,0.0,20.92,0.48
20220805:0110,0.0,0.0,20.83,0.34
20220805:0210,0.0,0.0,19.83,1.52
20220805:0310,0.0,0.0,19.24,1.79
20220805:0410,0.0,0.0,18.8,1.93
20220805:0510,7.71,8.98,18.42,2.21
20220805:0610,29.3,18.26,18.28,2.34
20220805:0710,41.21,27.69,18.81,2.07
20220805:0810,65.02,36.87,19.09,2.34
20220805:0910,218.69,45.22,20.09,2.9
20220805:1010,204.21,51.89,20.14,3.45
20220805:1110,140.11,55.65,19.56,4.0
20220805:1210,769.84,55.46,19.36,4.28
20220805:1310,482.67,51.36,19.89,4.41
20220805:1410,436.57,44.49,20.31,4.41
20220805:1510,340.52,36.03,20.9,4.14
20220805:1610,168.81,26.81,20.92,3.79
20220805:1710,90.37,17.37,20.78,3.52
20220805:1810,44.54,8.12,20.44,3.24
20220805:1910,0.0,0.0,19.77,2.83
20220805:2010,0.0,0.0,18.84,3.24
20220805:2110,0.0,0.0,17.6,3.66
20220805:2210,0.0,0.0,16.6,3.1
20220805:2310,0.0,0.0,15.69,2.41
20220806:0010,0.0,0.0,15.03,2.14
20220806:0110,0.0,0.0,14.35,2.28
20220806:0210,0.0,0.0,13.99,2.28
20220806:0310,0.0,0.0,13.26,2.21
20220806:0410,0.0,0.0,12.6,2.14
20220806:0510,44.54,8.78,12.49,1.86
20220806:0610,203.78,18.07,13.83,2.07
20220806:0710,428.6,27.5,15.36,2.14
20220806:0810,511.62,36.67,16.56,2.28
20220806:0910,725.19,45.01,17.75,2.41
20220806:1010,679.94,51.65,18.88,2.76
20220806:1110,746.02,55.39,19.96,2.69
20220806:1210,813.27,55.18,20.73,2.69
20220806:1310,809.8,51.1,21.41,2.97
20220806:1410,763.64,44.25,21.83,3.38
20220806:1510,578.5,35.8,21.74,3.52
20220806:1610,376.62,26.59,21.61,3.45
20220806:1710,161.3,17.15,21.19,3.38
20220806:1810,37.69,7.9,20.49,3.24
20220806:1910,0.0,0.0,19.16,2.21
20220806:2010,0.0,0.0,17.87,2.28
20220806:2110,0.0,0.0,16.85,2.21
20220806:2210,0.0,0.0,15.93,2.0
20220806:2310,0.0,0.0,14.88,1.79
20220807:0010,0.0,0.0,13.77,1.59
20220807:0110,0.0,0.0,13.59,1.38
20220807:0210,0.0,0.0,12.83,1.45
20220807:0310,0.0,0.0,11.76,1.72
20220807:0410,0.0,0.0,11.62,1.59
20220807:0510,42.83,8.59,12.37,1.24
20220807:0610,201.14,17.88,14.51,0.97
20220807:0710,429.86,27.31,17.31,1.03
20220807:0810,639.66,36.47,19.24,0.69
20220807:0910,820.94,44.79,20.81,0.97
20220807:1010,940.97,51.4,22.03,1.52
20220807:1110,1011.84,55.12,22.99,1.86
20220807:1210,1010.21,54.91,23.79,2.0
20220807:1310,931.09,50.84,24.37,2.14
20220807:1410,796.39,44.0,24.78,2.62
20220807:1510,594.22,35.57,24.85,3.03
20220807:1610,377.89,26.36,24.57,3.31
20220807:1710,158.83,16.92,24.11,3.31
20220807:1810,40.26,7.66,23.35,2.97
20220807:1910,0.0,0.0,22.02,2.34
20220807:2010,0.0,0.0,20.49,2.34
20220807:2110,0.0,0.0,19.29,2.41
20220807:2210,0.0,0.0,18.28,2.41
20220807:2310,0.0,0.0,17.36,2.41
20220808:0010,0.0,0.0,16.52,2.21
20220808:0110,0.0,0.0,15.68,2.07
20220808:0210,0.0,0.0,14.87,2.0
20220808:0310,0.0,0.0,14.09,1.86
20220808:0410,0.0,0.0,13.38,1.72
20220808:0510,45.39,8.39,13.34,1.45
20220808:0610,191.49,17.69,15.94,1.38
20220808:0710,368.11,27.12,18.3,1.31
20220808:0810,622.87,36.27,20.46,1.86
20220808:0910,804.16,44.56,22.32,2.48
20220808:1010,939.41,51.15,23.69,2.48
20220808:1110,997.12,54.84,24.64,2.62
20220808:1210,1003.08,54.63,25.38,2.97
20220808:1310,924.11,50.57,25.85,3.38
20220808:1410,784.7,43.75,26.04,3.59
20220808:1510,585.45,35.33,26.01,3.66
20220808:1610,371.44,26.13,25.83,3.66
20220808:1710,154.13,16.69,25.42,3.59
20220808:1810,39.4,7.43,24.56,3.45
20220808:1910,0.0,0.0,22.89,3.59
20220808:2010,0.0,0.0,21.4,3.45
20220808:2110,0.0,0.0,20.3,3.24
20220808:2210,0.0,0.0,19.41,2.97
20220808:2310,0.0,0.0,18.61,2.83
20220809:0010,0.0,0.0,17.92,2.62
20220809:0110,0.0,0.0,17.28,2.55
20220809:0210,0.0,0.0,16.71,2.55
20220809:0310,0.0,0.0,16.23,2.48
20220809:0410,0.0,0.0,15.78,2.28
20220809:0510,44.54,8.19,15.62,2.0
20220809:0610,192.39,17.49,17.27,1.86
20220809:0710,415.17,26.92,19.28,1.79
20220809:0810,626.49,36.06,21.58,1.72
20220809:0910,813.89,44.34,23.69,2.28
20220809:1010,933.85,50.9,25.42,2.76
20220809:1110,997.66,54.56,26.7,2.9
20220809:1210,1001.89,54.34,27.53,2.97
20220809:1310,904.87,50.29,28.05,2.97
20220809:1410,774.27,43.49,28.35,3.03
20220809:1510,582.63,35.08,28.39,3.31
20220809:1610,363.18,25.89,28.11,3.72
20220809:1710,151.0,16.46,27.46,4.21
20220809:1810,39.4,7.19,26.4,4.0
20220809:1910,0.0,0.0,24.81,3.52
20220809:2010,0.0,0.0,23.42,3.45
20220809:2110,0.0,0.0,22.36,3.24
20220809:2210,0.0,0.0,21.46,2.97
20220809:2310,0.0,0.0,20.64,2.83
20220810:0010,0.0,0.0,19.92,2.76
20220810:0110,0.0,0.0,19.26,2.55
20220810:0210,0.0,0.0,18.6,2.34
20220810:0310,0.0,0.0,17.87,2.21
20220810:0410,0.0,0.0,17.05,2.07
20220810:0510,44.54,7.99,16.68,1.93
20220810:0610,186.01,17.3,18.83,1.52
20220810:0710,409.17,26.73,21.7,1.79
20220810:0810,623.59,35.85,23.91,1.93
20220810:0910,806.91,44.11,25.83,1.86
20220810:1010,930.96,50.64,27.26,1.93
20220810:1110,994.78,54.28,28.32,2.28
20220810:1210,987.54,54.05,29.15,2.34
20220810:1310,914.47,50.01,29.72,2.48
20220810:1410,776.38,43.23,30.1,2.76
20220810:1510,576.06,34.84,30.13,2.97
20220810:1610,361.95,25.65,29.84,3.17
20220810:1710,149.1,16.21,29.2,3.38
20220810:1810,36.83,6.94,28.17,3.03
20220810:1910,0.0,0.0,26.5,3.1
20220810:2010,0.0,0.0,24.94,3.17
20220810:2110,0.0,0.0,23.78,3.1
20220810:2210,0.0,0.0,22.78,2.97
20220810:2310,0.0,0.0,21.93,2.9
20220811:0010,0.0,0.0,21.21,2.76
20220811:0110,0.0,0.0,20.55,2.55
20220811:0210,0.0,0.0,19.83,2.41
20220811:0310,0.0,0.0,19.0,2.28
20220811:0410,0.0,0.0,18.12,2.21
20220811:0510,42.83,7.78,17.64,2.0
20220811:0610,189.2,17.1,19.73,1.72
20220811:0710,410.57,26.53,23.02,2.48
20220811:0810,622.82,35.65,25.22,2.55
20220811:0910,810.54,43.88,27.12,2.55
20220811:1010,929.84,50.38,28.29,2.41
20220811:1110,999.82,54.0,29.15,2.34
20220811:1210,998.44,53.75,29.86,2.28
20220811:1310,918.11,49.73,30.43,2.28
20220811:1410,774.52,42.96,30.8,2.48
20220811:1510,578.64,34.58,30.92,2.55
20220811:1610,352.8,25.4,30.71,2.83
20220811:1710,141.34,15.97,30.18,3.03
20220811:1810,35.97,6.69,29.19,2.55
20220811:1910,0.0,0.0,27.26,2.62
20220811:2010,0.0,0.0,25.55,2.62
20220811:2110,0.0,0.0,24.25,2.62
20220811:2210,0.0,0.0,23.16,2.69
20220811:2310,0.0,0.0,22.31,2.76
20220812:0010,0.0,0.0,21.64,2.76
20220812:0110,0.0,0.0,21.04,2.69
20220812:0210,0.0,0.0,20.45,2.62
20220812:0310,0.0,0.0,19.71,2.41
20220812:0410,0.0,0.0,18.89,2.34
20220812:0510,41.11,7.58,18.44,2.28
20220812:0610,192.25,16.9,20.31,1.93
20220812:0710,407.61,26.33,23.33,2.62
20220812:0810,623.07,35.43,25.38,3.03
20220812:0910,820.76,43.65,27.03,3.38
20220812:1010,942.19,50.12,28.22,3.52
20220812:1110,1006.15,53.71,29.2,3.45
20220812:1210,1004.73,53.45,29.97,3.52
20220812:1310,917.21,49.44,30.48,3.66
20220812:1410,778.94,42.69,30.7,3.79
20220812:1510,580.26,34.32,30.61,3.93
20220812:1610,362.55,25.15,30.18,4.07
20220812:1710,147.06,15.72,29.54,3.86
20220812:1810,34.26,6.43,28.69,2.76
20220812:1910,0.0,0.0,26.86,2.69
20220812:2010,0.0,0.0,25.27,2.62
20220812:2110,0.0,0.0,24.1,2.9
20220812:2210,0.0,0.0,23.39,3.45
20220812:2310,0.0,0.0,22.77,3.52
20220813:0010,0.0,0.0,22.02,3.24
20220813:0110,0.0,0.0,21.27,3.1
20220813:0210,0.0,0.0,20.64,3.03
20220813:0310,0.0,0.0,20.0,2.76
20220813:0410,0.0,0.0,19.29,2.48
20220813:0510,39.4,7.37,18.74,2.14
20220813:0610,191.68,16.7,20.06,1.72
20220813:0710,414.7,26.12,23.19,2.34
20220813:0810,630.8,35.22,25.37,2.55
20220813:0910,816.49,43.41,26.94,2.62
20220813:1010,943.35,49.85,28.15,2.76
20220813:1110,1007.34,53.41,29.17,2.69
20220813:1210,992.59,53.15,29.97,2.41
20220813:1310,918.23,49.15,30.57,2.21
20220813:1410,778.55,42.41,30.93,2.21
20220813:1510,579.56,34.06,31.05,2.34
20220813:1610,361.53,24.89,30.86,2.55
20220813:1710,144.79,15.46,30.38,2.62
20220813:1810,33.4,6.17,29.47,1.86
20220813:1910,0.0,0.0,27.69,1.45
20220813:2010,0.0,0.0,25.01,1.52
20220813:2110,0.0,0.0,23.28,2.0
20220813:2210,0.0,0.0,22.44,2.55
20220813:2310,0.0,0.0,22.22,3.03
20220814:0010,0.0,0.0,22.07,3.24
20220814:0110,0.0,0.0,21.7,3.38
20220814:0210,0.0,0.0,21.26,3.24
20220814:0310,0.0,0.0,20.61,2.62
20220814:0410,0.0,0.0,19.84,2.28
20220814:0510,40.26,7.16,19.42,2.21
20220814:0610,171.79,16.5,20.85,2.28
20220814:0710,398.49,25.92,23.29,2.69
20220814:0810,605.42,35.0,25.36,2.34
20220814:0910,789.71,43.17,27.29,2.0
20220814:1010,917.86,49.59,28.9,2.0
20220814:1110,966.13,53.11,30.06,2.34
20220814:1210,851.5,52.84,30.71,2.62
20220814:1310,587.67,48.85,30.85,2.62
20220814:1410,480.94,42.13,30.89,2.55
20220814:1510,512.68,33.79,30.84,2.41
20220814:1610,207.91,24.63,30.86,2.41
20220814:1710,135.92,15.2,30.67,2.28
20220814:1810,31.69,5.9,29.74,1.72
20220814:1910,0.0,0.0,28.0,2.0
20220814:2010,0.0,0.0,26.49,2.0
20220814:2110,0.0,0.0,25.07,1.93
20220814:2210,0.0,0.0,23.63,1.66
20220814:2310,0.0,0.0,22.41,1.45
20220815:0010,0.0,0.0,21.77,1.45
20220815:0110,0.0,0.0,21.5,2.69
20220815:0210,0.0,0.0,21.61,3.52
20220815:0310,0.0,0.0,21.38,2.97
20220815:0410,0.0,0.0,20.64,2.07
20220815:0510,29.12,6.95,20.09,1.79
20220815:0610,43.04,16.29,21.0,1.79
20220815:0710,66.85,25.71,20.71,2.0
20220815:0810,176.55,34.78,20.92,1.38
20220815:0910,165.75,42.93,20.89,1.52
20220815:1010,126.37,49.31,20.55,1.66
20220815:1110,99.82,52.81,20.86,1.93
20220815:1210,206.04,52.53,21.35,2.28
20220815:1310,532.37,48.54,22.18,2.0
20220815:1410,53.11,41.84,22.83,1.72
20220815:1510,225.34,33.52,23.57,1.79
20220815:1610,207.48,24.36,24.52,1.79
